CRIM,ZN,INDUS,NOX,RM,AGE,DIS,RAD,TAX,PTRATIO,B,LSTAT,MEDV
-1.7777382278658007,0.0,25.65,0.581,5.986,88.4,0.6895908643571681,0.6931471805599453,188,19.1,385.02,14.81,3.0633909220278057
-0.9484266019042255,0.0,25.65,0.581,5.613,,0.5637216331194875,0.6931471805599453,188,19.1,359.29,27.26,2.7536607123542622
-1.3503482343464215,0.0,21.89,0.624,5.693,96.0,0.5812654479118535,1.3862943611198906,437,21.2,392.11,17.19,2.785011242238338
-1.1226078942243305,0.0,21.89,0.624,6.431,98.8,0.5947071077466928,1.3862943611198906,437,21.2,396.9,15.39,2.8903717578961645
-0.12641392485565867,0.0,21.89,0.624,5.637,94.7,0.6830463383805158,1.3862943611198906,437,21.2,396.9,18.34,2.6602595372658615
-1.0786332063527975,0.0,21.89,0.624,6.458,98.9,0.7507082910844769,1.3862943611198906,437,21.2,395.04,12.6,2.954910279033736
0.17642084847298606,0.0,21.89,0.624,6.326,97.7,0.8202202631234213,1.3862943611198906,437,21.2,396.9,12.26,2.975529566236472
-0.5275479999103794,0.0,21.89,0.624,6.372,97.9,0.8447517646918394,1.3862943611198906,437,21.2,385.76,11.12,3.1354942159291497
-1.109208227881513,,,0.624,5.822,95.4,0.9041776639903529,1.3862943611198906,437,21.2,388.69,15.03,2.91235066461494
-0.024118527408807797,0.0,21.89,0.624,5.757,98.4,0.8527117502312838,1.3862943611198906,437,21.2,262.76,17.31,2.747270914255491
-0.5837906595767728,0.0,21.89,0.624,6.335,98.2,0.747019646024435,1.3862943611198906,437,21.2,394.67,16.96,2.89591193827178
-1.1312181284170244,0.0,21.89,0.624,5.942,93.5,0.6764586992737099,1.3862943611198906,437,21.2,378.25,16.9,2.856470206220483
-1.0431870425627,0.0,21.89,0.624,6.454,98.4,0.6150775251380227,1.3862943611198906,437,21.2,394.08,14.59,2.8390784635086144
-1.3870946812906597,0.0,21.89,0.624,5.857,,0.5119849514858371,1.3862943611198906,437,21.2,392.04,21.32,2.5877640352277083
-0.6078506063378647,0.0,21.89,0.624,6.151,97.9,0.5120448801707201,1.3862943611198906,437,21.2,396.9,18.46,2.8791984572980396
-1.2347757134809811,0.0,21.89,0.624,6.174,93.6,0.4774136074207485,1.3862943611198906,437,21.2,388.08,24.16,2.6390573296152584
0.4877453107218927,0.0,21.89,0.624,5.019,100.0,0.36422636009156684,1.3862943611198906,437,21.2,396.9,34.41,2.667228206581955
1.200280997987386,0.0,19.58,0.871,5.403,100.0,0.27884312378457665,1.6094379124341003,403,14.7,396.9,26.82,2.5952547069568657
1.4103526262129615,0.0,19.58,0.871,5.468,100.0,0.3448654859792347,1.6094379124341003,403,14.7,396.9,26.42,2.747270914255491
1.0223573981489371,0.0,19.58,0.871,4.903,97.8,0.297062934257533,1.6094379124341003,403,14.7,396.9,29.29,2.468099531471619
0.8668231383012291,0.0,19.58,0.871,6.13,100.0,0.3500228678583548,1.6094379124341003,403,14.7,172.91,27.8,2.624668592163159
0.7678139251427007,,19.58,0.871,5.628,100.0,0.41647098728469806,1.6094379124341003,403,14.7,169.27,16.65,2.747270914255491
0.8623075070760768,0.0,,0.871,4.926,95.7,0.37898423085856703,1.6094379124341003,403,14.7,391.71,29.53,2.681021528714291
0.8462930700401279,0.0,,0.871,5.186,93.8,0.42500626331499985,1.6094379124341003,403,14.7,356.99,28.32,2.8791984572980396
1.0057547653081238,0.0,19.58,0.871,5.597,94.9,0.42245332113701944,1.6094379124341003,403,14.7,351.85,21.45,2.7343675094195836
0.5047673091820267,0.0,19.58,0.871,6.122,,0.48119081863630003,1.6094379124341003,403,14.7,372.8,14.1,3.068052935133617
0.4030087604214572,0.0,19.58,0.871,5.404,100.0,0.46473979957063644,1.6094379124341003,403,14.7,341.6,13.28,2.975529566236472
0.11918649479116296,0.0,19.58,0.871,5.012,88.0,0.4763583948837434,1.6094379124341003,403,14.7,343.28,12.12,2.72785282839839
0.7650863740410299,0.0,19.58,0.871,5.709,98.5,0.4843995095294679,1.6094379124341003,403,14.7,261.95,15.79,2.9652730660692823
0.3463164798105087,0.0,19.58,0.871,6.129,96.0,0.5592728720036175,1.6094379124341003,403,14.7,321.02,15.12,2.833213344056216
1.262716128198849,0.0,19.58,0.871,6.152,,0.5570410475629537,1.6094379124341003,403,14.7,88.01,15.02,2.747270914255491
0.8947320035347462,0.0,19.58,0.871,5.272,94.0,0.5518140044433014,1.6094379124341003,403,14.7,88.63,16.14,2.5726122302071057
0.2017809879501736,,19.58,0.605,6.943,97.4,0.6298345743481794,1.6094379124341003,403,14.7,363.43,4.59,3.720862499966987
0.2947867741817126,0.0,19.58,0.605,6.066,100.0,0.5637785402186635,1.6094379124341003,403,14.7,353.89,6.43,3.190476350346503
0.3541858487098422,0.0,19.58,0.871,6.51,100.0,0.5686604754369415,1.6094379124341003,403,14.7,364.31,7.39,3.1484533605716547
0.24173760544271178,0.0,19.58,0.605,6.25,92.6,0.5868973807172349,1.6094379124341003,403,14.7,338.92,5.5,3.295836866004329
0.3807351614875533,0.0,19.58,0.605,7.489,90.8,0.6784902912163117,1.6094379124341003,403,14.7,374.43,1.73,3.912023005428146
0.6063739570277114,0.0,19.58,0.605,7.802,98.2,0.7132928862529031,1.6094379124341003,403,14.7,389.61,1.92,3.912023005428146
0.4180653900839028,0.0,19.58,0.605,8.375,,0.7710337192170165,1.6094379124341003,403,14.7,388.45,3.32,3.912023005428146
0.8075288826786605,0.0,19.58,0.605,5.854,91.8,0.8845936451309006,1.6094379124341003,403,14.7,395.11,11.64,3.122364924487357
1.072952541887532,0.0,19.58,0.605,6.101,93.0,0.8256655602600897,1.6094379124341003,403,14.7,240.16,9.81,3.2188758248682006
0.6982292449667389,0.0,19.58,0.605,7.929,96.2,0.7158377904796438,1.6094379124341003,403,14.7,369.3,3.7,3.912023005428146
0.5879422083601638,,19.58,0.605,5.877,79.2,0.8862025895568697,1.6094379124341003,403,14.7,227.61,12.14,3.169685580677429
0.833083020857462,0.0,19.58,0.605,6.319,96.1,0.7419373447293773,1.6094379124341003,403,14.7,297.09,11.1,3.169685580677429
0.8958961694189218,0.0,19.58,0.605,6.402,95.2,0.8164703965919442,1.6094379124341003,403,14.7,330.04,11.32,3.104586678466073
0.18848585176179927,0.0,19.58,0.605,5.875,94.6,0.8862025895568697,1.6094379124341003,403,14.7,292.29,14.43,2.856470206220483
0.838934412625926,0.0,19.58,0.605,5.88,97.3,0.870749284903777,1.6094379124341003,403,14.7,348.13,12.03,2.9496883350525844
-1.9722746584866417,0.0,4.05,0.51,5.572,88.5,0.9540103189011692,1.6094379124341003,296,16.6,396.9,14.69,3.139832617527748
-2.3883608700154495,0.0,,0.51,6.416,,0.9731624379506939,1.6094379124341003,296,16.6,395.5,9.04,3.1612467120315646
-2.4713588372427315,0.0,4.05,0.51,5.859,68.7,0.9939552292306324,1.6094379124341003,296,16.6,393.23,9.64,3.1179499062782403
-2.70845028112355,0.0,4.05,0.51,6.546,33.1,1.1417675589820373,1.6094379124341003,296,16.6,390.96,5.33,3.380994674344636
-2.656122108241851,0.0,4.05,0.51,6.02,47.2,1.2683269334643472,1.6094379124341003,296,16.6,393.23,10.11,3.1441522786722644
-2.9141522865615683,0.0,,0.51,6.315,73.4,1.1992114872242254,1.6094379124341003,296,16.6,395.6,6.29,3.202746442938317
-2.7117570630335366,0.0,4.05,0.51,6.86,74.4,1.0699727304589448,1.6094379124341003,296,16.6,391.27,6.92,3.3978584803966405
-2.8507665033038054,0.0,2.46,0.488,6.98,58.4,1.0399232923194301,1.0986122886681098,193,17.8,396.9,5.04,3.616308761279101
-2.719920373672698,0.0,2.46,0.488,7.765,83.3,1.0083228173206489,1.0986122886681098,193,17.8,395.56,7.56,3.6838669122903918
-2.675389418862662,0.0,2.46,0.488,6.144,62.2,0.9547034263605685,1.0986122886681098,193,17.8,396.9,9.45,3.5890591188317256
-2.3965661564649396,0.0,2.46,0.488,7.155,92.2,0.993473970544805,1.0986122886681098,193,17.8,394.12,4.82,3.634951112088381
,0.0,2.46,0.488,6.563,95.6,1.0462658082959004,1.0986122886681098,193,17.8,396.9,5.68,3.481240089335692
-2.4879512799742254,0.0,2.46,0.488,5.604,89.8,1.0945707995083895,1.0986122886681098,193,17.8,391.0,13.98,3.2733640101522705
-2.8056079046970153,0.0,2.46,0.488,6.153,68.8,1.187751954798385,1.0986122886681098,193,17.8,387.11,13.15,3.3877743613300146
-2.882046509150175,,2.46,0.488,7.831,53.6,1.1629007785504715,1.0986122886681098,193,17.8,392.63,4.45,3.912023005428146
-2.5414770012763945,3.828641396489095,3.44,0.437,6.782,41.1,1.3319965577120414,1.6094379124341003,398,15.2,393.87,6.68,3.4657359027997265
-2.073141429131356,3.828641396489095,3.44,0.437,6.556,29.1,1.518790843409403,1.6094379124341003,398,15.2,382.84,4.56,3.3945083935113587
-2.4805163014867073,3.828641396489095,3.44,0.437,7.185,38.9,1.518790843409403,1.6094379124341003,398,15.2,396.9,5.39,3.5524868292083815
-2.400418453342809,3.828641396489095,3.44,0.437,6.951,21.5,1.8686896456903432,1.6094379124341003,398,15.2,377.68,5.1,3.6109179126442243
,3.828641396489095,3.44,0.437,6.739,30.8,1.8686896456903432,1.6094379124341003,398,15.2,389.71,4.69,3.417726683613366
,3.828641396489095,3.44,0.437,7.178,26.3,1.8686896456903432,1.6094379124341003,398,15.2,390.49,2.87,3.594568774642695
-3.8226394442934604,4.110873864173311,2.93,0.401,6.8,,1.827705596001524,0.0,265,15.6,393.37,5.03,3.4372078191851885
-4.241221758082861,4.110873864173311,2.93,0.401,6.604,18.8,1.827705596001524,0.0,265,15.6,376.7,4.38,3.370738174177447
-4.282362311560936,4.394449154672439,0.46,0.422,7.875,32.0,1.7313723192129598,1.3862943611198906,255,14.4,394.23,2.97,3.912023005428146
,4.394449154672439,1.52,0.404,7.287,34.1,1.9891064654982547,0.6931471805599453,329,12.6,396.9,4.08,3.505557396986398
-3.064868012388853,4.394449154672439,1.52,0.404,7.107,36.6,1.9891064654982547,0.6931471805599453,329,12.6,354.31,8.61,3.4111477125153233
